factor,producer,pub,group,direction,missing_rate_overall,missing_rate_listed,ic_mean_10d,ic_mean_20d,ic_mean_2d,ic_mean_5d,ic_std_10d,ic_std_20d,ic_std_2d,ic_std_5d,ic_t_10d,ic_t_20d,ic_t_2d,ic_t_5d,icir_10d,icir_20d,icir_2d,icir_5d,n_days_10d,n_days_20d,n_days_2d,n_days_5d,pct_positive_10d,pct_positive_20d,pct_positive_2d,pct_positive_5d,monotonicity,ann_return_G1,ann_return_G5,ann_return_LongShort,ann_vol_LongShort,sharpe_LongShort,mean_turnover_LongShort,time_window_start,time_window_end,eval_timestamp
MIN10,alpha158,,,1,0.329498,0.098117,0.059438,0.067234,0.054108,0.056960,0.122780,0.129494,0.125101,0.121492,23.863862,25.594138,21.320806,23.111419,0.484103,0.519203,0.432514,0.468839,2430.000000,2430.000000,2430.000000,2430.000000,0.697531,0.697119,0.683539,0.679835,0.587976,-0.152065,0.048276,0.219381,0.120128,1.826226,1.197741,2016-01-01,2025-12-31,20260525_220745
MIN20,alpha158,,,1,0.329498,0.098117,0.064685,0.072983,0.054344,0.060375,0.131457,0.138779,0.133078,0.128829,24.256039,25.924139,20.130078,23.101858,0.492059,0.525898,0.408359,0.468645,2430.000000,2430.000000,2430.000000,2430.000000,0.687654,0.690123,0.675720,0.683951,0.551549,-0.156946,0.036688,0.210486,0.128534,1.637594,0.935964,2016-01-01,2025-12-31,20260525_220745
MIN30,alpha158,,,1,0.329498,0.098117,0.068086,0.076554,0.054833,0.062755,0.138874,0.145291,0.139652,0.135713,24.168133,25.973699,19.355274,22.794506,0.490275,0.526903,0.392641,0.462410,2430.000000,2430.000000,2430.000000,2430.000000,0.688889,0.690535,0.658848,0.682305,0.548985,-0.160521,0.033538,0.209950,0.134436,1.561716,0.802252,2016-01-01,2025-12-31,20260525_220745
MIN5,alpha158,,,1,0.329498,0.098117,0.056221,0.062551,0.053768,0.055615,0.118247,0.123543,0.120973,0.118651,23.437439,24.958493,21.909955,23.105869,0.475452,0.506308,0.444466,0.468726,2430.000000,2430.000000,2430.000000,2430.000000,0.700000,0.714815,0.676132,0.695062,0.634799,-0.156296,0.054414,0.233874,0.115180,2.030507,1.453535,2016-01-01,2025-12-31,20260525_220745
MIN60,alpha158,,,1,0.329498,0.098117,0.072067,0.081816,0.054520,0.064691,0.148102,0.154748,0.148327,0.145794,23.987071,26.062546,18.119093,21.872825,0.486602,0.528705,0.367564,0.443713,2430.000000,2430.000000,2430.000000,2430.000000,0.676955,0.683539,0.645267,0.667490,0.594032,-0.160370,0.037931,0.211577,0.142932,1.480259,0.604342,2016-01-01,2025-12-31,20260525_220745
OPEN0,alpha158,,,1,0.329498,0.098117,0.019231,0.019834,0.022761,0.022720,0.117851,0.115484,0.125763,0.122339,8.043948,8.466224,8.921711,9.154862,0.163180,0.171746,0.180986,0.185716,2430.000000,2430.000000,2430.000000,2430.000000,0.567078,0.574486,0.587243,0.575720,0.480045,-0.102259,0.016822,0.128917,0.112474,1.146189,1.547385,2016-01-01,2025-12-31,20260525_220745
QTLD10,alpha158,,,1,0.329498,0.098117,0.049661,0.054140,0.049272,0.050521,0.124974,0.125198,0.134002,0.126485,19.588288,21.316722,18.125679,19.689396,0.397368,0.432431,0.367698,0.399419,2430.000000,2430.000000,2430.000000,2430.000000,0.660082,0.675309,0.650206,0.662963,0.725625,-0.163697,0.078420,0.280118,0.126499,2.214394,1.357010,2016-01-01,2025-12-31,20260525_220745
QTLD20,alpha158,,,1,0.329498,0.098117,0.063358,0.070008,0.054150,0.060249,0.132590,0.133529,0.139727,0.133173,23.555556,25.844831,19.103886,22.301650,0.477848,0.524289,0.387542,0.452412,2430.000000,2430.000000,2430.000000,2430.000000,0.686831,0.700823,0.659259,0.680247,0.745396,-0.172584,0.087571,0.303328,0.132616,2.287265,1.032957,2016-01-01,2025-12-31,20260525_220745
QTLD30,alpha158,,,1,0.329498,0.098117,0.070519,0.077880,0.056619,0.065224,0.139143,0.142312,0.146318,0.140480,24.983099,26.976582,19.075091,22.887444,0.506808,0.547247,0.386958,0.464295,2430.000000,2430.000000,2430.000000,2430.000000,0.695473,0.704527,0.656790,0.683128,0.733796,-0.179115,0.086659,0.310609,0.140213,2.215270,0.859370,2016-01-01,2025-12-31,20260525_220745
QTLD5,alpha158,,,1,0.329498,0.098117,0.038842,0.040714,0.041944,0.041963,0.118945,0.119648,0.128219,0.122111,16.097545,16.774045,16.125694,16.939979,0.326555,0.340279,0.327126,0.343645,2430.000000,2430.000000,2430.000000,2430.000000,0.631687,0.641564,0.638272,0.644033,0.698360,-0.160186,0.064802,0.260344,0.119527,2.178119,1.564164,2016-01-01,2025-12-31,20260525_220745
QTLD60,alpha158,,,1,0.329498,0.098117,0.077560,0.087541,0.056744,0.068876,0.149862,0.153544,0.154043,0.151261,25.512280,28.104858,18.158528,22.446420,0.517543,0.570136,0.368364,0.455349,2430.000000,2430.000000,2430.000000,2430.000000,0.705350,0.705350,0.647325,0.673251,0.788193,-0.179489,0.101388,0.325815,0.147893,2.203054,0.618205,2016-01-01,2025-12-31,20260525_220745
QTLU10,alpha158,,,1,0.329498,0.098117,0.021337,0.022944,0.029064,0.026387,0.138199,0.134667,0.150939,0.142491,7.610877,8.398517,9.491868,9.128761,0.154394,0.170372,0.192552,0.185186,2430.000000,2430.000000,2430.000000,2430.000000,0.547325,0.551852,0.581070,0.563374,0.602950,-0.131339,0.039746,0.197642,0.129351,1.527952,1.367340,2016-01-01,2025-12-31,20260525_220745
QTLU20,alpha158,,,1,0.329498,0.098117,0.040506,0.043617,0.038222,0.040570,0.145561,0.140723,0.158236,0.150594,13.717767,15.279105,11.907215,13.280054,0.278279,0.309952,0.241550,0.269399,2430.000000,2430.000000,2430.000000,2430.000000,0.591358,0.601646,0.597119,0.603704,0.700214,-0.153257,0.072905,0.266281,0.138075,1.928524,1.040168,2016-01-01,2025-12-31,20260525_220745
QTLU30,alpha158,,,1,0.329498,0.098117,0.049921,0.051362,0.042568,0.047753,0.151366,0.145577,0.161926,0.156869,16.257814,17.392220,12.959039,15.006055,0.329806,0.352819,0.262887,0.304413,2430.000000,2430.000000,2430.000000,2430.000000,0.619342,0.607819,0.604527,0.621399,0.759154,-0.164476,0.098603,0.312525,0.142725,2.189701,0.860723,2016-01-01,2025-12-31,20260525_220745
QTLU5,alpha158,,,1,0.329498,0.098117,0.008306,0.007417,0.019677,0.016364,0.130164,0.127654,0.143490,0.135571,3.145676,2.864017,6.759841,5.949951,0.063813,0.058099,0.137130,0.120701,2430.000000,2430.000000,2430.000000,2430.000000,0.500412,0.504527,0.555144,0.532510,0.626650,-0.113023,0.043793,0.177099,0.121812,1.453875,1.567765,2016-01-01,2025-12-31,20260525_220745
QTLU60,alpha158,,,1,0.329498,0.098117,0.055342,0.056490,0.042366,0.051197,0.160621,0.153921,0.167587,0.165115,16.984672,18.091608,12.461701,15.284827,0.344551,0.367007,0.252798,0.310068,2430.000000,2430.000000,2430.000000,2430.000000,0.624280,0.638683,0.604527,0.615226,0.826180,-0.155669,0.120121,0.322723,0.149019,2.165655,0.604823,2016-01-01,2025-12-31,20260525_220745
RANK10,alpha158,,,-1,0.329498,0.098117,0.027706,0.030569,0.033040,0.031563,0.119429,0.118048,0.127121,0.122085,11.435611,12.765231,12.812141,12.744404,0.231983,0.258956,0.259907,0.258533,2430.000000,2430.000000,2430.000000,2430.000000,0.576132,0.595062,0.610288,0.595062,0.672019,-0.096884,0.043710,0.152435,0.107631,1.416270,1.425245,2016-01-01,2025-12-31,20260525_220745
RANK20,alpha158,,,-1,0.329498,0.098117,0.039418,0.044609,0.037338,0.039170,0.124795,0.124216,0.132958,0.127120,15.570352,17.703024,13.843253,15.189293,0.315860,0.359124,0.280825,0.308130,2430.000000,2430.000000,2430.000000,2430.000000,0.616049,0.632099,0.617695,0.626337,0.682798,-0.113389,0.049030,0.178781,0.116913,1.529178,1.215006,2016-01-01,2025-12-31,20260525_220745
RANK30,alpha158,,,-1,0.329498,0.098117,0.046135,0.050067,0.040434,0.044352,0.129144,0.129194,0.137045,0.132053,17.610173,19.103523,14.544160,16.556316,0.357240,0.387534,0.295043,0.335862,2430.000000,2430.000000,2430.000000,2430.000000,0.632510,0.641152,0.626749,0.632510,0.688296,-0.120637,0.053633,0.192681,0.121985,1.579542,1.085903,2016-01-01,2025-12-31,20260525_220745
RANK5,alpha158,,,-1,0.329498,0.098117,0.021016,0.021142,0.029071,0.026925,0.110793,0.110126,0.116820,0.113883,9.350847,9.463722,12.267014,11.654699,0.189691,0.191981,0.248849,0.236427,2430.000000,2430.000000,2430.000000,2430.000000,0.561728,0.565432,0.602469,0.591770,0.777530,-0.088327,0.066522,0.166679,0.095957,1.737017,1.511272,2016-01-01,2025-12-31,20260525_220745
RANK60,alpha158,,,-1,0.329498,0.098117,0.051487,0.056947,0.041920,0.047872,0.137419,0.138510,0.143102,0.140484,18.469371,20.267117,14.440509,16.797874,0.374670,0.411139,0.292940,0.340762,2430.000000,2430.000000,2430.000000,2430.000000,0.650617,0.646914,0.613580,0.631687,0.693081,-0.123895,0.054633,0.196128,0.130133,1.507134,0.855760,2016-01-01,2025-12-31,20260525_220745
RESI10,alpha158,,,-1,0.329498,0.098117,0.011350,0.008682,0.016403,0.016282,0.117175,0.119860,0.126738,0.123110,4.774995,3.570480,6.380136,6.519467,0.096866,0.072431,0.129428,0.132254,2430.000000,2430.000000,2430.000000,2430.000000,0.535802,0.535802,0.564609,0.561317,0.511508,-0.110529,0.013396,0.134800,0.108686,1.240269,1.766441,2016-01-01,2025-12-31,20260525_220745
RESI20,alpha158,,,-1,0.329498,0.098117,0.011491,0.013440,0.021541,0.017186,0.122778,0.125530,0.130551,0.124388,4.613461,5.277875,8.133722,6.810647,0.093589,0.107067,0.165001,0.138161,2430.000000,2430.000000,2430.000000,2430.000000,0.536626,0.546502,0.579424,0.544856,0.485327,-0.118090,0.020930,0.153789,0.114672,1.341111,1.427853,2016-01-01,2025-12-31,20260525_220745
RESI30,alpha158,,,-1,0.329498,0.098117,0.018563,0.023273,0.025324,0.021858,0.126776,0.123544,0.135221,0.129550,7.218032,9.286048,9.232030,8.317078,0.146425,0.188377,0.187281,0.168720,2430.000000,2430.000000,2430.000000,2430.000000,0.565021,0.570782,0.577366,0.570370,0.441825,-0.115031,0.014888,0.142707,0.118929,1.199934,1.182597,2016-01-01,2025-12-31,20260525_220745
RESI5,alpha158,,,-1,0.329498,0.098117,0.007593,0.006092,0.005060,0.010751,0.114952,0.114318,0.120842,0.118653,3.256169,2.626946,2.064092,4.466422,0.066055,0.053290,0.041872,0.090606,2430.000000,2430.000000,2430.000000,2430.000000,0.537860,0.542798,0.522634,0.540741,0.178827,-0.068593,-0.029587,0.037871,0.105474,0.359053,1.537537,2016-01-01,2025-12-31,20260525_220745
RESI60,alpha158,,,-1,0.329498,0.098117,0.041875,0.045882,0.038841,0.041058,0.129991,0.128398,0.141097,0.133697,15.879941,17.615385,13.569896,15.138311,0.322141,0.357346,0.275279,0.307096,2430.000000,2430.000000,2430.000000,2430.000000,0.633745,0.630864,0.619753,0.636626,0.596589,-0.144080,0.054622,0.225847,0.127461,1.771885,0.843329,2016-01-01,2025-12-31,20260525_220745
ROC10,alpha158,,,1,0.329498,0.098117,0.047384,0.054186,0.042325,0.045872,0.137312,0.134623,0.145108,0.140050,17.010709,19.841537,14.378229,16.145983,0.345080,0.402506,0.291677,0.327538,2430.000000,2430.000000,2430.000000,2430.000000,0.643621,0.650206,0.620988,0.628395,0.688759,-0.152927,0.071740,0.259740,0.133950,1.939087,1.114068,2016-01-01,2025-12-31,20260525_220745
ROC20,alpha158,,,1,0.329498,0.098117,0.065730,0.070082,0.049326,0.058830,0.144204,0.143700,0.152507,0.148278,22.469285,24.041075,15.943792,19.557964,0.455812,0.487698,0.323436,0.396753,2430.000000,2430.000000,2430.000000,2430.000000,0.669959,0.678189,0.626749,0.653086,0.759458,-0.172529,0.096134,0.315776,0.141162,2.236983,0.809898,2016-01-01,2025-12-31,20260525_220745
ROC30,alpha158,,,1,0.329498,0.098117,0.067052,0.071058,0.048307,0.060406,0.153276,0.149731,0.157272,0.154404,21.564486,23.394079,15.141086,19.285304,0.437458,0.474573,0.307152,0.391222,2430.000000,2430.000000,2430.000000,2430.000000,0.671193,0.675720,0.618107,0.642387,0.811183,-0.164965,0.111482,0.320810,0.145461,2.205480,0.674007,2016-01-01,2025-12-31,20260525_220745
ROC5,alpha158,,,1,0.329498,0.098117,0.035115,0.037425,0.039391,0.037737,0.129424,0.128940,0.142835,0.134289,13.374582,14.307875,13.594667,13.852499,0.271317,0.290250,0.275782,0.281012,2430.000000,2430.000000,2430.000000,2430.000000,0.588066,0.610288,0.615226,0.611523,0.636390,-0.147393,0.050457,0.227860,0.125878,1.810168,1.560390,2016-01-01,2025-12-31,20260525_220745
ROC60,alpha158,,,1,0.329498,0.098117,0.060106,0.063660,0.040609,0.052821,0.154964,0.152846,0.159840,0.158790,19.120127,20.531291,12.523844,16.398001,0.387871,0.416498,0.254059,0.332650,2430.000000,2430.000000,2430.000000,2430.000000,0.656379,0.670782,0.602058,0.627984,0.855754,-0.137990,0.111846,0.278638,0.147838,1.884748,0.496168,2016-01-01,2025-12-31,20260525_220745
RSQR10,alpha158,,,1,0.329601,0.098118,0.009156,0.012589,-0.000785,0.002802,0.093265,0.090652,0.096016,0.095604,4.839479,6.845669,-0.403193,1.444972,0.098174,0.138871,-0.008179,0.029313,2430.000000,2430.000000,2430.000000,2430.000000,0.517284,0.532510,0.473663,0.479012,0.406006,0.023101,0.028638,0.004032,0.076153,0.052948,1.605046,2016-01-01,2025-12-31,20260525_220745
RSQR20,alpha158,,,1,0.329545,0.098117,0.005582,0.010641,0.003233,0.003522,0.094004,0.096797,0.092891,0.094744,2.926996,5.419275,1.715617,1.832639,0.059377,0.109936,0.034803,0.037177,2430.000000,2430.000000,2430.000000,2430.000000,0.509465,0.525514,0.493416,0.494239,0.303919,0.024365,0.031750,0.007112,0.075951,0.093642,1.300084,2016-01-01,2025-12-31,20260525_220745
RSQR30,alpha158,,,1,0.329533,0.098117,0.003201,0.009857,-0.000068,0.000930,0.095102,0.094645,0.092555,0.093575,1.659011,5.134144,-0.036017,0.489855,0.033655,0.104151,-0.000731,0.009937,2430.000000,2430.000000,2430.000000,2430.000000,0.490535,0.530041,0.483128,0.476132,-0.172101,0.027899,0.020583,-0.007548,0.074764,-0.100960,1.064259,2016-01-01,2025-12-31,20260525_220745
RSQR5,alpha158,,,1,0.329755,0.098146,0.004424,0.005461,-0.003094,0.001536,0.084653,0.086848,0.088422,0.087283,2.576223,3.099910,-1.724667,0.867373,0.052261,0.062885,-0.034987,0.017596,2430.000000,2430.000000,2430.000000,2430.000000,0.520576,0.504527,0.482716,0.500000,-0.032689,0.023593,0.017015,-0.009091,0.077587,-0.117169,1.615458,2016-01-01,2025-12-31,20260525_220745
RSQR60,alpha158,,,1,0.329525,0.098117,0.006418,0.002836,0.003292,0.005405,0.095003,0.093068,0.089225,0.092089,3.330024,1.502099,1.818753,2.893301,0.067553,0.030472,0.036895,0.058694,2430.000000,2430.000000,2430.000000,2430.000000,0.507819,0.492593,0.513169,0.505350,0.974863,0.005683,0.063387,0.057639,0.075961,0.758796,0.667444,2016-01-01,2025-12-31,20260525_220745
RSV10,alpha158,,,-1,0.329498,0.098117,0.016364,0.020862,0.023101,0.019607,0.125242,0.123276,0.133357,0.126972,6.440701,8.342219,8.539044,7.612192,0.130656,0.169230,0.173223,0.154421,2430.000000,2430.000000,2430.000000,2430.000000,0.537449,0.542798,0.574074,0.544033,0.559226,-0.073289,0.030058,0.110306,0.115704,0.953345,1.366104,2016-01-01,2025-12-31,20260525_220745
RSV20,alpha158,,,-1,0.329498,0.098117,0.029361,0.033910,0.028652,0.029147,0.130666,0.128792,0.138399,0.131801,11.076757,12.978919,10.205159,10.901419,0.224703,0.263291,0.207022,0.221146,2430.000000,2430.000000,2430.000000,2430.000000,0.568313,0.581481,0.592181,0.585597,0.637087,-0.083294,0.040486,0.132525,0.122613,1.080839,1.099619,2016-01-01,2025-12-31,20260525_220745
RSV30,alpha158,,,-1,0.329498,0.098117,0.036086,0.038444,0.032488,0.035206,0.135534,0.134004,0.142466,0.137480,13.124966,14.142045,11.241089,12.623573,0.266253,0.286886,0.228037,0.256082,2430.000000,2430.000000,2430.000000,2430.000000,0.589300,0.591358,0.594239,0.597942,0.664198,-0.095149,0.049008,0.155551,0.126995,1.224857,0.955428,2016-01-01,2025-12-31,20260525_220745
RSV5,alpha158,,,-1,0.329498,0.098117,0.011339,0.012531,0.021067,0.016901,0.117956,0.116582,0.127310,0.121727,4.738710,5.298633,8.157281,6.844119,0.096130,0.107488,0.165479,0.138840,2430.000000,2430.000000,2430.000000,2430.000000,0.519753,0.521399,0.561728,0.550206,0.672646,-0.079785,0.045034,0.134587,0.108052,1.245572,1.609974,2016-01-01,2025-12-31,20260525_220745
RSV60,alpha158,,,-1,0.329498,0.098117,0.043441,0.045537,0.035725,0.041088,0.144458,0.143075,0.148365,0.146683,14.823721,15.689202,11.869799,13.808136,0.300714,0.318271,0.240791,0.280112,2430.000000,2430.000000,2430.000000,2430.000000,0.618519,0.617695,0.599588,0.611111,0.751829,-0.094784,0.060154,0.165437,0.134038,1.234255,0.727608,2016-01-01,2025-12-31,20260525_220745
STD10,alpha158,,,-1,0.329498,0.098117,0.058101,0.063472,0.046729,0.053005,0.156422,0.160257,0.157575,0.154969,18.309877,19.523996,14.618549,16.860706,0.371435,0.396064,0.296552,0.342037,2430.000000,2430.000000,2430.000000,2430.000000,0.691358,0.695473,0.657613,0.672016,0.692570,-0.099655,0.054668,0.140031,0.140425,0.997192,1.043751,2016-01-01,2025-12-31,20260525_220745
STD20,alpha158,,,-1,0.329498,0.098117,0.047224,0.053375,0.037532,0.043032,0.167295,0.166741,0.168618,0.167574,13.914964,15.779715,10.972318,12.658733,0.282279,0.320108,0.222585,0.256795,2430.000000,2430.000000,2430.000000,2430.000000,0.664609,0.672428,0.613992,0.635391,0.715346,-0.056054,0.046669,0.076762,0.144174,0.532424,0.670347,2016-01-01,2025-12-31,20260525_220745
STD30,alpha158,,,-1,0.329498,0.098117,0.041622,0.049489,0.031951,0.036656,0.171471,0.169792,0.174389,0.174211,11.965546,14.368003,9.031752,10.372157,0.242733,0.291470,0.183218,0.210410,2430.000000,2430.000000,2430.000000,2430.000000,0.639095,0.639918,0.591770,0.613169,0.770444,-0.028007,0.048475,0.046195,0.146825,0.314623,0.499118,2016-01-01,2025-12-31,20260525_220745
STD5,alpha158,,,-1,0.329498,0.098117,0.061303,0.067790,0.049517,0.054452,0.142504,0.145902,0.144022,0.140677,21.205723,22.903893,16.948191,19.080661,0.430180,0.464629,0.343811,0.387071,2430.000000,2430.000000,2430.000000,2430.000000,0.704115,0.720988,0.680247,0.674897,0.652456,-0.124776,0.056331,0.180169,0.127965,1.407953,1.312148,2016-01-01,2025-12-31,20260525_220745
STD60,alpha158,,,-1,0.329498,0.098117,0.034485,0.046185,0.024698,0.028700,0.179985,0.172196,0.180560,0.182522,9.444916,13.221602,6.742762,7.751090,0.191600,0.268214,0.136784,0.157239,2430.000000,2430.000000,2430.000000,2430.000000,0.602881,0.627984,0.572840,0.584362,0.985412,0.011818,0.053592,0.008182,0.149723,0.054648,0.297846,2016-01-01,2025-12-31,20260525_220745
SUMD10,alpha158,,,-1,0.329498,0.098117,0.031521,0.037442,0.032745,0.032895,0.129722,0.129185,0.132696,0.130137,11.978002,14.287126,12.164465,12.460344,0.242986,0.289829,0.246769,0.252771,2430.000000,2430.000000,2430.000000,2430.000000,0.597942,0.598765,0.594239,0.596296,0.714398,-0.086998,0.053840,0.150453,0.119664,1.257293,1.182291,2016-01-01,2025-12-31,20260525_220745
SUMD20,alpha158,,,-1,0.329498,0.098117,0.050342,0.052806,0.040630,0.046381,0.135647,0.136014,0.138753,0.136519,18.294541,19.138293,14.434754,16.747330,0.371123,0.388240,0.292824,0.339737,2430.000000,2430.000000,2430.000000,2430.000000,0.642798,0.646914,0.618519,0.634568,0.748863,-0.120463,0.074108,0.214464,0.128019,1.675253,0.864718,2016-01-01,2025-12-31,20260525_220745
SUMD30,alpha158,,,-1,0.329498,0.098117,0.052810,0.056295,0.041843,0.049733,0.138783,0.139441,0.142207,0.139233,18.757821,19.901332,14.504634,17.607865,0.380522,0.403719,0.294241,0.357194,2430.000000,2430.000000,2430.000000,2430.000000,0.648971,0.646091,0.610288,0.637449,0.792150,-0.127727,0.090519,0.242242,0.130679,1.853719,0.720875,2016-01-01,2025-12-31,20260525_220745
SUMD5,alpha158,,,-1,0.329498,0.098117,0.021896,0.023751,0.030558,0.025614,0.121654,0.122138,0.128692,0.125414,8.872421,9.586050,11.704981,10.067729,0.179986,0.194463,0.237447,0.204234,2430.000000,2430.000000,2430.000000,2430.000000,0.558025,0.573251,0.592593,0.572840,0.674040,-0.082558,0.045290,0.136142,0.113333,1.201256,1.613122,2016-01-01,2025-12-31,20260525_220745
SUMD60,alpha158,,,-1,0.329498,0.098117,0.051894,0.054769,0.037342,0.046962,0.140884,0.141070,0.145389,0.144419,18.157641,19.138272,12.661083,16.029781,0.368346,0.388239,0.256843,0.325180,2430.000000,2430.000000,2430.000000,2430.000000,0.638272,0.654733,0.594650,0.619753,0.831609,-0.114598,0.090017,0.220771,0.134478,1.641689,0.528592,2016-01-01,2025-12-31,20260525_220745
SUMN10,alpha158,,,1,0.329498,0.098117,0.031774,0.037665,0.033017,0.033174,0.129648,0.129090,0.132649,0.130072,12.081042,14.382970,12.269945,12.572269,0.245076,0.291773,0.248908,0.255041,2430.000000,2430.000000,2430.000000,2430.000000,0.598765,0.599588,0.594650,0.595473,0.713739,-0.089294,0.054396,0.153954,0.119622,1.286998,1.182652,2016-01-01,2025-12-31,20260525_220745
SUMN20,alpha158,,,1,0.329498,0.098117,0.050521,0.052972,0.040811,0.046568,0.135613,0.135961,0.138727,0.136484,18.364405,19.205952,14.501820,16.819219,0.372541,0.389612,0.294184,0.341195,2430.000000,2430.000000,2430.000000,2430.000000,0.643621,0.648148,0.618930,0.635391,0.747837,-0.122260,0.074471,0.217357,0.127996,1.698158,0.864973,2016-01-01,2025-12-31,20260525_220745
SUMN30,alpha158,,,1,0.329498,0.098117,0.052954,0.056429,0.041997,0.049885,0.138755,0.139400,0.142181,0.139203,18.812694,19.954428,14.560585,17.665566,0.381635,0.404796,0.295376,0.358364,2430.000000,2430.000000,2430.000000,2430.000000,0.649383,0.645679,0.610288,0.637860,0.790699,-0.129189,0.090903,0.244760,0.130671,1.873106,0.721185,2016-01-01,2025-12-31,20260525_220745
SUMN5,alpha158,,,1,0.329498,0.098117,0.022285,0.024090,0.030997,0.026041,0.121525,0.122030,0.128658,0.125301,9.039552,9.731428,11.876589,10.244938,0.183377,0.197412,0.240929,0.207829,2430.000000,2430.000000,2430.000000,2430.000000,0.558436,0.575309,0.595062,0.575720,0.670498,-0.086747,0.045892,0.141989,0.113311,1.253096,1.613529,2016-01-01,2025-12-31,20260525_220745
SUMN60,alpha158,,,1,0.329498,0.098117,0.051986,0.054850,0.037433,0.047059,0.140852,0.141048,0.145370,0.144393,18.193960,19.169514,12.693623,16.065726,0.369083,0.388873,0.257503,0.325910,2430.000000,2430.000000,2430.000000,2430.000000,0.638272,0.654733,0.594650,0.619342,0.829837,-0.115420,0.089985,0.221866,0.134447,1.650216,0.528762,2016-01-01,2025-12-31,20260525_220745
SUMP10,alpha158,,,-1,0.329498,0.098117,0.031094,0.037072,0.032289,0.032450,0.129582,0.128988,0.132633,0.130047,11.828801,14.167774,12.000715,12.300388,0.239959,0.287408,0.243447,0.249526,2430.000000,2430.000000,2430.000000,2430.000000,0.597531,0.597942,0.592593,0.593004,0.695775,-0.085932,0.050162,0.145121,0.119587,1.213515,1.182211,2016-01-01,2025-12-31,20260525_220745
SUMP20,alpha158,,,-1,0.329498,0.098117,0.050011,0.052513,0.040304,0.046055,0.135557,0.135910,0.138716,0.136470,18.186282,19.046710,14.322685,16.635642,0.368927,0.386382,0.290550,0.337471,2430.000000,2430.000000,2430.000000,2430.000000,0.642387,0.646091,0.616872,0.632922,0.739523,-0.119456,0.071276,0.209886,0.127993,1.639825,0.864641,2016-01-01,2025-12-31,20260525_220745
SUMP30,alpha158,,,-1,0.329498,0.098117,0.052502,0.056024,0.041539,0.049426,0.138728,0.139374,0.142172,0.139200,18.655811,19.814917,14.402838,17.503184,0.378452,0.401966,0.292176,0.355070,2430.000000,2430.000000,2430.000000,2430.000000,0.648560,0.645679,0.608230,0.637037,0.784148,-0.126967,0.087768,0.238048,0.130664,1.821840,0.720838,2016-01-01,2025-12-31,20260525_220745
SUMP5,alpha158,,,-1,0.329498,0.098117,0.021344,0.023268,0.029904,0.025005,0.121500,0.121911,0.128581,0.125274,8.659555,9.408540,11.464508,9.839435,0.175668,0.190862,0.232569,0.199603,2430.000000,2430.000000,2430.000000,2430.000000,0.556379,0.572428,0.590535,0.570370,0.642590,-0.081587,0.040035,0.129266,0.113220,1.141729,1.612793,2016-01-01,2025-12-31,20260525_220745
SUMP60,alpha158,,,-1,0.329498,0.098117,0.051673,0.054557,0.037126,0.046743,0.140861,0.141030,0.145368,0.144407,18.083217,19.069453,12.589467,15.956134,0.366837,0.386843,0.255390,0.323686,2430.000000,2430.000000,2430.000000,2430.000000,0.637860,0.653498,0.594239,0.618930,0.826392,-0.113852,0.088040,0.217538,0.134481,1.617608,0.528578,2016-01-01,2025-12-31,20260525_220745
VMA10,alpha158,,,1,0.329498,0.098117,0.015830,0.017352,0.020971,0.019409,0.079295,0.077122,0.084145,0.082166,9.841214,11.091010,12.285607,11.644143,0.199639,0.224992,0.249226,0.236213,2430.000000,2430.000000,2430.000000,2430.000000,0.591770,0.593827,0.626337,0.609877,0.446074,-0.087993,0.020542,0.116440,0.070273,1.656970,1.589181,2016-01-01,2025-12-31,20260525_220745
VMA20,alpha158,,,1,0.329498,0.098117,0.028258,0.029263,0.029582,0.029852,0.085683,0.083951,0.091026,0.088362,16.257547,17.183206,16.019894,16.653529,0.329801,0.348579,0.324980,0.337834,2430.000000,2430.000000,2430.000000,2430.000000,0.643621,0.649383,0.636214,0.650617,0.484135,-0.106885,0.030596,0.150521,0.078596,1.915141,1.363898,2016-01-01,2025-12-31,20260525_220745
VMA30,alpha158,,,1,0.329498,0.098117,0.036673,0.037492,0.035768,0.037484,0.089190,0.087500,0.094611,0.091984,20.268966,21.121796,18.636409,20.088347,0.411177,0.428477,0.378059,0.407513,2430.000000,2430.000000,2430.000000,2430.000000,0.674074,0.673251,0.659671,0.672840,0.541485,-0.115252,0.038145,0.169049,0.083630,2.021392,1.257480,2016-01-01,2025-12-31,20260525_220745
VMA5,alpha158,,,1,0.329498,0.098117,0.009664,0.010198,0.013508,0.013726,0.074156,0.072883,0.077815,0.076407,6.423957,6.897794,8.556856,8.855266,0.130317,0.139929,0.173585,0.179638,2430.000000,2430.000000,2430.000000,2430.000000,0.558436,0.576543,0.588477,0.586831,0.579447,-0.062514,0.041809,0.109032,0.064018,1.703146,1.655830,2016-01-01,2025-12-31,20260525_220745
VMA60,alpha158,,,1,0.329498,0.098117,0.050386,0.052432,0.044465,0.049119,0.097394,0.095846,0.101308,0.099083,25.502330,26.966542,21.636205,24.437306,0.517341,0.547044,0.438912,0.495736,2430.000000,2430.000000,2430.000000,2430.000000,0.706173,0.716461,0.692593,0.695062,0.607021,-0.137077,0.053762,0.214875,0.092121,2.332536,1.119807,2016-01-01,2025-12-31,20260525_220745
